L I	L III	L II(Calc.)
-0.0241089	-0.0234985	-0.0476074
-0.0195313	-0.0256348	-0.045166
-0.0161743	-0.0262451	-0.0424194
-0.0167847	-0.0231934	-0.039978
-0.0177002	-0.0201416	-0.0378418
-0.0164795	-0.0198364	-0.0363159
-0.015564	-0.0204468	-0.0360107
-0.0170898	-0.0183105	-0.0354004
-0.020752	-0.0134277	-0.0341797
-0.0231934	-0.010376	-0.0335693
-0.0219727	-0.0112915	-0.0332642
-0.0180054	-0.0146484	-0.0326538
-0.0143433	-0.017395	-0.0317383
-0.012207	-0.0192261	-0.0314331
-0.0106812	-0.0204468	-0.0311279
-0.0088501	-0.0213623	-0.0302124
-0.00579834	-0.0222778	-0.0280762
-0.00183105	-0.022583	-0.0244141
0.0012207	-0.0213623	-0.0201416
0.00244141	-0.0195313	-0.0170898
0.00305176	-0.0177002	-0.0146484
0.00305176	-0.0152588	-0.012207
0.00274658	-0.012207	-0.00946045
0.0012207	-0.00823975	-0.00701904
0	-0.00335693	-0.00335693
-0.000915527	0.0012207	0.000305176
-0.0012207	0.00457764	0.00335693
-0.0012207	0.00732422	0.00610352
-0.00183105	0.0109863	0.00915527
-0.00305176	0.0164795	0.0134277
-0.00244141	0.0204468	0.0180054
0.0012207	0.0216675	0.0228882
0.00793457	0.0201416	0.0280762
0.0164795	0.0164795	0.032959
0.0262451	0.0106812	0.0369263
0.0372314	0.00305176	0.0402832
0.0488281	-0.00488281	0.0439453
0.0576782	-0.0100708	0.0476074
0.0656128	-0.0140381	0.0515747
0.0726318	-0.0177002	0.0549316
0.0775146	-0.020752	0.0567627
0.0796509	-0.022583	0.0570679
0.0784302	-0.0210571	0.057373
0.0756836	-0.017395	0.0582886
0.071106	-0.0125122	0.0585938
0.0646973	-0.00793457	0.0567627
0.0588989	-0.00579834	0.0531006
0.0549316	-0.00732422	0.0476074
0.0515747	-0.0109863	0.0405884
0.0482178	-0.0152588	0.032959
0.045166	-0.0198364	0.0253296
0.0430298	-0.0247192	0.0183105
0.0411987	-0.0286865	0.0125122
0.0393677	-0.0320435	0.00732422
0.0375366	-0.03479	0.00274658
0.0344849	-0.0363159	-0.00183105
0.0302124	-0.0357056	-0.00549316
0.0256348	-0.0344849	-0.0088501
0.0198364	-0.0320435	-0.012207
0.0137329	-0.0289917	-0.0152588
0.00823975	-0.0256348	-0.017395
0.00274658	-0.0222778	-0.0195313
-0.00244141	-0.0198364	-0.0222778
-0.00610352	-0.0186157	-0.0247192
-0.00915527	-0.017395	-0.0265503
-0.0128174	-0.015564	-0.0283813
-0.0180054	-0.0128174	-0.0308228
-0.0234985	-0.0100708	-0.0335693
-0.027771	-0.00823975	-0.0360107
-0.0308228	-0.00762939	-0.0384521
-0.0332642	-0.00762939	-0.0408936
-0.0350952	-0.00762939	-0.0427246
-0.0366211	-0.00823975	-0.0448608
-0.0384521	-0.00854492	-0.0469971
-0.0396729	-0.00976563	-0.0494385
-0.038147	-0.0134277	-0.0515747
-0.0335693	-0.0189209	-0.0524902
-0.0283813	-0.0247192	-0.0531006
-0.0250244	-0.0280762	-0.0531006
-0.0247192	-0.0292969	-0.0540161
-0.0247192	-0.0311279	-0.0558472
-0.0247192	-0.0326538	-0.057373
-0.0268555	-0.0317383	-0.0585938
-0.0314331	-0.0280762	-0.0595093
-0.0375366	-0.0231934	-0.06073
-0.0430298	-0.0186157	-0.0616455
-0.0466919	-0.015564	-0.0622559
-0.0488281	-0.0134277	-0.0622559
-0.0509644	-0.0128174	-0.0637817
-0.0527954	-0.015564	-0.0683594
-0.0537109	-0.0222778	-0.0759888
-0.0540161	-0.032959	-0.0869751
-0.0540161	-0.045166	-0.0991821
-0.0549316	-0.057373	-0.112305
-0.0534058	-0.0674438	-0.12085
-0.0482178	-0.0735474	-0.121765
-0.0387573	-0.0732422	-0.112
-0.0250244	-0.0631714	-0.0881958
-0.00335693	-0.0448608	-0.0482178
0.0314331	-0.0189209	0.0125122
0.0799561	0.0137329	0.093689
0.143738	0.0497437	0.193481
0.223083	0.0881958	0.311279
0.314941	0.131531	0.446472
0.415955	0.178528	0.594482
0.52063	0.223389	0.744019
0.621338	0.260315	0.881653
0.71106	0.286255	0.997314
0.784607	0.298767	1.08337
0.837097	0.295715	1.13281
0.863953	0.277405	1.14136
0.861511	0.243225	1.10474
0.826721	0.195007	1.02173
0.760803	0.136719	0.897522
0.665588	0.0747681	0.740356
0.54718	0.0137329	0.560913
0.415955	-0.0436401	0.372314
0.282898	-0.0939941	0.188904
0.15564	-0.132751	0.0228882
0.0418091	-0.156555	-0.114746
-0.0537109	-0.165405	-0.219116
-0.126343	-0.163269	-0.289612
-0.17395	-0.153198	-0.327148
-0.197144	-0.137939	-0.335083
-0.198364	-0.121155	-0.319519
-0.18219	-0.103455	-0.285645
-0.158997	-0.0839233	-0.24292
-0.133667	-0.0662231	-0.19989
-0.108337	-0.0534058	-0.161743
-0.0848389	-0.0460815	-0.13092
-0.0674438	-0.0405884	-0.108032
-0.0604248	-0.0326538	-0.0930786
-0.0613403	-0.0234985	-0.0848389
-0.0674438	-0.0152588	-0.0827026
-0.0762939	-0.00823975	-0.0845337
-0.0848389	-0.00305176	-0.0878906
-0.0900269	-0.00152588	-0.0915527
-0.090332	-0.00427246	-0.0946045
-0.0863647	-0.0088501	-0.0952148
-0.0814819	-0.0128174	-0.0942993
-0.0765991	-0.0149536	-0.0915527
-0.0708008	-0.017395	-0.0881958
-0.0640869	-0.0204468	-0.0845337
-0.0582886	-0.0231934	-0.0814819
-0.0531006	-0.0250244	-0.078125
-0.0479126	-0.0274658	-0.0753784
-0.0436401	-0.0299072	-0.0735474
-0.0418091	-0.0308228	-0.0726318
-0.043335	-0.0296021	-0.072937
-0.0473022	-0.0250244	-0.0723267
-0.0515747	-0.0189209	-0.0704956
-0.055542	-0.0131226	-0.0686646
-0.0595093	-0.00701904	-0.0665283
-0.0634766	-0.000610352	-0.0640869
-0.0656128	0.00488281	-0.06073
-0.0656128	0.00793457	-0.0576782
-0.0650024	0.00976563	-0.0552368
-0.0631714	0.00976563	-0.0534058
-0.0598145	0.00671387	-0.0531006
-0.0543213	0.00183105	-0.0524902
-0.0469971	-0.00427246	-0.0512695
-0.0390625	-0.0119019	-0.0509644
-0.0308228	-0.0210571	-0.0518799
-0.022583	-0.0305176	-0.0531006
-0.0164795	-0.038147	-0.0546265
-0.0131226	-0.0421143	-0.0552368
-0.012207	-0.0439453	-0.0561523
-0.012207	-0.0439453	-0.0561523
-0.0137329	-0.0424194	-0.0561523
-0.0170898	-0.0384521	-0.055542
-0.0210571	-0.0341797	-0.0552368
-0.0238037	-0.0305176	-0.0543213
-0.0253296	-0.0268555	-0.0521851
-0.0265503	-0.0222778	-0.0488281
-0.0283813	-0.017395	-0.0457764
-0.0296021	-0.0131226	-0.0427246
-0.0286865	-0.0109863	-0.0396729
-0.0256348	-0.010376	-0.0360107
-0.0213623	-0.010376	-0.0317383
-0.0164795	-0.0106812	-0.0271606
-0.0112915	-0.012207	-0.0234985
-0.00579834	-0.015564	-0.0213623
-0.000610352	-0.0195313	-0.0201416
0.00457764	-0.022583	-0.0180054
0.0100708	-0.0253296	-0.0152588
0.015564	-0.0274658	-0.0119019
0.0192261	-0.0289917	-0.00976563
0.0219727	-0.0302124	-0.00823975
0.0231934	-0.0302124	-0.00701904
0.0222778	-0.0271606	-0.00488281
0.0198364	-0.0228882	-0.00305176
0.0189209	-0.0201416	-0.0012207
0.0183105	-0.0180054	0.000305176
0.0177002	-0.0149536	0.00274658
0.0170898	-0.0112915	0.00579834
0.0186157	-0.00915527	0.00946045
0.022583	-0.00946045	0.0131226
0.0280762	-0.0109863	0.0170898
0.0350952	-0.0131226	0.0219727
0.0439453	-0.0158691	0.0280762
0.0543213	-0.0192261	0.0350952
0.0656128	-0.0234985	0.0421143
0.0759888	-0.0268555	0.0491333
0.0836182	-0.0283813	0.0552368
0.090332	-0.0289917	0.0613403
0.0958252	-0.0283813	0.0674438
0.0994873	-0.0259399	0.0735474
0.102234	-0.0216675	0.0805664
0.104675	-0.0167847	0.0878906
0.108643	-0.0128174	0.0958252
0.114441	-0.0109863	0.103455
0.119324	-0.00854492	0.110779
0.12207	-0.00427246	0.117798
0.124817	0	0.124817
0.1297	0.00183105	0.131531
0.137329	0.0012207	0.13855
0.146484	-0.0012207	0.145264
0.154724	-0.00305176	0.151672
0.161743	-0.00396729	0.157776
0.169373	-0.00579834	0.163574
0.176697	-0.00701904	0.169678
0.181885	-0.00640869	0.175476
0.184631	-0.00366211	0.180969
0.186768	-0.000915527	0.185852
0.189209	0.000610352	0.189819
0.19104	0.00213623	0.193176
0.19043	0.00518799	0.195618
0.187988	0.00915527	0.197144
0.184326	0.0134277	0.197754
0.180359	0.0167847	0.197144
0.177612	0.0189209	0.196533
0.175476	0.0201416	0.195618
0.171204	0.0231934	0.194397
0.1651	0.0280762	0.193176
0.159302	0.0323486	0.19165
0.154724	0.0350952	0.189819
0.149841	0.0378418	0.187683
0.143433	0.0408936	0.184326
0.135498	0.043335	0.178833
0.126343	0.045166	0.171509
0.115967	0.0463867	0.162354
0.10376	0.0476074	0.151367
0.0909424	0.0488281	0.139771
0.0784302	0.0485229	0.126953
0.0643921	0.0473022	0.111694
0.0491333	0.045166	0.0942993
0.0363159	0.0415039	0.0778198
0.0256348	0.0372314	0.0628662
0.015564	0.0338745	0.0494385
0.00488281	0.0317383	0.0366211
-0.00518799	0.0299072	0.0247192
-0.0131226	0.027771	0.0146484
-0.0198364	0.0244141	0.00457764
-0.0256348	0.0219727	-0.00366211
-0.0320435	0.020752	-0.0112915
-0.0372314	0.0195313	-0.0177002
-0.0411987	0.0170898	-0.0241089
-0.0457764	0.0149536	-0.0308228
-0.0506592	0.0134277	-0.0372314
-0.0546265	0.0115967	-0.0430298
-0.0570679	0.00854492	-0.0485229
-0.0585938	0.00488281	-0.0537109
-0.057373	-0.0012207	-0.0585938
-0.0567627	-0.00579834	-0.062561
-0.0601196	-0.00549316	-0.0656128
-0.0650024	-0.00335693	-0.0683594
-0.0674438	-0.00213623	-0.0695801
-0.0689697	-0.00152588	-0.0704956
-0.0714111	-0.000305176	-0.0717163
-0.0744629	0.00183105	-0.0726318
-0.0762939	0.00457764	-0.0717163
-0.0765991	0.00701904	-0.0695801
-0.0753784	0.00762939	-0.067749
-0.072937	0.00671387	-0.0662231
-0.071106	0.00610352	-0.0650024
-0.0708008	0.00610352	-0.0646973
-0.0704956	0.00518799	-0.0653076
-0.0698853	0.00335693	-0.0665283
-0.071106	0.00183105	-0.0692749
-0.0741577	0.00152588	-0.0726318
-0.0772095	0.0012207	-0.0759888
-0.0802612	0.0012207	-0.0790405
-0.0836182	0.00213623	-0.0814819
-0.0857544	0.00244141	-0.083313
-0.0863647	0.0012207	-0.085144
-0.0848389	-0.00213623	-0.0869751
-0.0814819	-0.00671387	-0.0881958
-0.0784302	-0.010376	-0.0888062
-0.0756836	-0.0128174	-0.088501
-0.0741577	-0.0140381	-0.0881958
-0.0744629	-0.0128174	-0.0872803
-0.0741577	-0.0112915	-0.0854492
-0.0744629	-0.0088501	-0.083313
-0.0778198	-0.00396729	-0.0817871
-0.0839233	0.00305176	-0.0808716
-0.0878906	0.00854492	-0.0793457
-0.0875854	0.010376	-0.0772095
-0.0857544	0.0100708	-0.0756836
-0.0823975	0.00793457	-0.0744629
-0.0769043	0.00427246	-0.0726318
-0.071106	-0.000305176	-0.0714111
-0.0656128	-0.00488281	-0.0704956
-0.0604248	-0.0100708	-0.0704956
-0.0546265	-0.015564	-0.0701904
-0.0485229	-0.0201416	-0.0686646
-0.0442505	-0.022583	-0.0668335
-0.0436401	-0.0210571	-0.0646973
-0.0460815	-0.0161743	-0.0622559
-0.0509644	-0.00976563	-0.06073
-0.0564575	-0.00305176	-0.0595093
-0.0604248	0.00213623	-0.0582886
-0.0646973	0.00671387	-0.0579834
-0.0680542	0.0100708	-0.0579834
-0.0701904	0.0119019	-0.0582886
-0.0720215	0.0134277	-0.0585938
-0.0723267	0.0137329	-0.0585938
-0.0698853	0.0128174	-0.0570679
-0.0656128	0.010376	-0.0552368
-0.0604248	0.00732422	-0.0531006
-0.0552368	0.00427246	-0.0509644
-0.0500488	0.00244141	-0.0476074
-0.0448608	0.00152588	-0.043335
-0.039978	0.000915527	-0.0390625
-0.03479	-0.000610352	-0.0354004
-0.0299072	-0.00183105	-0.0317383
-0.0271606	-0.00183105	-0.0289917
-0.0274658	-0.000610352	-0.0280762
-0.0289917	0.0012207	-0.027771
-0.0302124	0.00244141	-0.027771
-0.032959	0.00518799	-0.027771
-0.0372314	0.00854492	-0.0286865
-0.0411987	0.010376	-0.0308228
-0.045166	0.0109863	-0.0341797
-0.0506592	0.0119019	-0.0387573
-0.0549316	0.0125122	-0.0424194
-0.0570679	0.0119019	-0.045166
-0.0595093	0.0112915	-0.0482178
-0.0631714	0.0125122	-0.0506592
-0.0662231	0.0143433	-0.0518799
-0.0665283	0.0143433	-0.0521851
-0.062561	0.0115967	-0.0509644
-0.0558472	0.00701904	-0.0488281
-0.0479126	0.00213623	-0.0457764
-0.0402832	-0.00152588	-0.0418091
-0.0332642	-0.00335693	-0.0366211
-0.0274658	-0.00488281	-0.0323486
-0.0216675	-0.00732422	-0.0289917
-0.0161743	-0.00976563	-0.0259399
-0.0131226	-0.0115967	-0.0247192
-0.0125122	-0.012207	-0.0247192
-0.0152588	-0.010376	-0.0256348
-0.0204468	-0.00701904	-0.0274658
-0.0247192	-0.00518799	-0.0299072
-0.0280762	-0.00488281	-0.032959
-0.0299072	-0.00549316	-0.0354004
-0.0317383	-0.00640869	-0.038147
-0.0326538	-0.00762939	-0.0402832
-0.0311279	-0.0100708	-0.0411987
-0.0289917	-0.0131226	-0.0421143
-0.0286865	-0.0140381	-0.0427246
-0.0283813	-0.0137329	-0.0421143
-0.0286865	-0.0115967	-0.0402832
-0.0302124	-0.00915527	-0.0393677
-0.0311279	-0.00701904	-0.038147
-0.0320435	-0.00549316	-0.0375366
-0.03479	-0.00244141	-0.0372314
-0.0387573	0.000915527	-0.0378418
-0.0405884	0.00244141	-0.038147
-0.0411987	0.00244141	-0.0387573
-0.0408936	0.000305176	-0.0405884
-0.0396729	-0.00335693	-0.0430298
-0.0357056	-0.00946045	-0.045166
-0.0308228	-0.0167847	-0.0476074
-0.0283813	-0.022583	-0.0509644
-0.0296021	-0.0241089	-0.0537109
-0.0323486	-0.0234985	-0.0558472
-0.03479	-0.0231934	-0.0579834
-0.038147	-0.0210571	-0.0592041
-0.0424194	-0.0170898	-0.0595093
-0.0469971	-0.0125122	-0.0595093
-0.0524902	-0.00610352	-0.0585938
-0.0588989	0.00152588	-0.057373
-0.0640869	0.00823975	-0.0558472
-0.0665283	0.0115967	-0.0549316
-0.0671387	0.0119019	-0.0552368
-0.0656128	0.00976563	-0.0558472
-0.0613403	0.00579834	-0.055542
-0.055542	0.000610352	-0.0549316
-0.0479126	-0.00701904	-0.0549316
-0.0405884	-0.0146484	-0.0552368
-0.0375366	-0.0183105	-0.0558472
-0.0372314	-0.0189209	-0.0561523
-0.038147	-0.0177002	-0.0558472
-0.0390625	-0.0161743	-0.0552368
-0.0396729	-0.0140381	-0.0537109
-0.0402832	-0.0109863	-0.0512695
-0.0405884	-0.00762939	-0.0482178
-0.0405884	-0.00549316	-0.0460815
-0.0390625	-0.00610352	-0.045166
-0.0354004	-0.00976563	-0.045166
-0.0323486	-0.0131226	-0.0454712
-0.0296021	-0.015564	-0.045166
-0.0259399	-0.0180054	-0.0439453
-0.0231934	-0.0201416	-0.043335
-0.022583	-0.0201416	-0.0427246
-0.0238037	-0.0189209	-0.0427246
-0.0256348	-0.0161743	-0.0418091
-0.0283813	-0.0131226	-0.0415039
-0.032959	-0.00976563	-0.0427246
-0.0387573	-0.00610352	-0.0448608
-0.0439453	-0.00305176	-0.0469971
-0.0466919	-0.00274658	-0.0494385
-0.0469971	-0.00396729	-0.0509644
-0.0473022	-0.00549316	-0.0527954
-0.0476074	-0.00701904	-0.0546265
-0.0463867	-0.00976563	-0.0561523
-0.0427246	-0.0140381	-0.0567627
-0.0387573	-0.0164795	-0.0552368
-0.0354004	-0.0167847	-0.0521851
-0.0323486	-0.0161743	-0.0485229
-0.0308228	-0.0143433	-0.045166
-0.0308228	-0.0112915	-0.0421143
-0.0311279	-0.0088501	-0.039978
-0.0314331	-0.00823975	-0.0396729
-0.0317383	-0.00915527	-0.0408936
-0.0326538	-0.00976563	-0.0424194
-0.0357056	-0.00946045	-0.045166
-0.0402832	-0.00854492	-0.0488281
-0.0439453	-0.0088501	-0.0527954
-0.0427246	-0.0125122	-0.0552368
-0.0378418	-0.0183105	-0.0561523
-0.0332642	-0.0234985	-0.0567627
-0.0323486	-0.0241089	-0.0564575
-0.0332642	-0.0219727	-0.0552368
-0.0317383	-0.0219727	-0.0537109
-0.0283813	-0.0231934	-0.0515747
-0.0280762	-0.0213623	-0.0494385
-0.0320435	-0.0170898	-0.0491333
-0.0375366	-0.0125122	-0.0500488
-0.0427246	-0.00793457	-0.0506592
-0.0469971	-0.00427246	-0.0512695
-0.0497437	-0.00152588	-0.0512695
-0.0509644	-0.000305176	-0.0512695
-0.0497437	-0.000305176	-0.0500488
-0.0454712	-0.00213623	-0.0476074
-0.0393677	-0.00488281	-0.0442505
-0.0326538	-0.00701904	-0.0396729
-0.0262451	-0.00854492	-0.03479
-0.020752	-0.010376	-0.0311279
-0.0170898	-0.0100708	-0.0271606
-0.0161743	-0.00732422	-0.0234985
-0.0158691	-0.00457764	-0.0204468
-0.015564	-0.00213623	-0.0177002
-0.0186157	0.00274658	-0.0158691
-0.0238037	0.00946045	-0.0143433
-0.0280762	0.0158691	-0.012207
-0.0292969	0.0198364	-0.00946045
-0.0280762	0.0216675	-0.00640869
-0.0238037	0.0210571	-0.00274658
-0.0170898	0.0183105	0.0012207
-0.00823975	0.0134277	0.00518799
0.00274658	0.00610352	0.0088501
0.0146484	-0.00244141	0.012207
0.0253296	-0.0100708	0.0152588
0.0338745	-0.0152588	0.0186157
0.0405884	-0.0192261	0.0213623
0.0479126	-0.0234985	0.0244141
0.0531006	-0.0268555	0.0262451
0.0534058	-0.0271606	0.0262451
0.050354	-0.0250244	0.0253296
0.0463867	-0.0216675	0.0247192
0.0411987	-0.0170898	0.0241089
0.0369263	-0.0140381	0.0228882
0.03479	-0.0137329	0.0210571
0.0335693	-0.0161743	0.017395
0.0332642	-0.0210571	0.012207
0.0335693	-0.0271606	0.00640869
0.0332642	-0.0326538	0.000610352
0.0341797	-0.0378418	-0.00366211
0.0378418	-0.0454712	-0.00762939
0.0402832	-0.0524902	-0.012207
0.0350952	-0.0531006	-0.0180054
0.0256348	-0.0500488	-0.0244141
0.015564	-0.0466919	-0.0311279
0.00549316	-0.043335	-0.0378418
-0.00427246	-0.0405884	-0.0448608
-0.0137329	-0.0363159	-0.0500488
-0.0253296	-0.0283813	-0.0537109
-0.0369263	-0.0183105	-0.0552368
-0.0442505	-0.012207	-0.0564575
-0.0473022	-0.0106812	-0.0579834
-0.0482178	-0.0119019	-0.0601196
-0.0479126	-0.0140381	-0.0619507
-0.0466919	-0.0161743	-0.0628662
-0.0454712	-0.0192261	-0.0646973
-0.0445557	-0.0231934	-0.067749
-0.043335	-0.0274658	-0.0708008
-0.0439453	-0.0308228	-0.0747681
-0.0448608	-0.0344849	-0.0793457
-0.0460815	-0.0378418	-0.0839233
-0.0454712	-0.0411987	-0.0866699
-0.0442505	-0.0430298	-0.0872803
-0.0430298	-0.0436401	-0.0866699
-0.0415039	-0.0436401	-0.085144
-0.0393677	-0.0436401	-0.0830078
-0.0372314	-0.0436401	-0.0808716
-0.0360107	-0.0436401	-0.0796509
-0.0354004	-0.0436401	-0.0790405
-0.0363159	-0.0436401	-0.0799561
-0.0390625	-0.043335	-0.0823975
-0.043335	-0.0430298	-0.0863647
-0.0491333	-0.0411987	-0.090332
-0.0558472	-0.0378418	-0.093689
-0.0619507	-0.0350952	-0.0970459
-0.065918	-0.0338745	-0.0997925
-0.0674438	-0.0363159	-0.10376
-0.0668335	-0.0424194	-0.109253
-0.065918	-0.0512695	-0.117188
-0.0656128	-0.0616455	-0.127258
-0.065918	-0.0726318	-0.13855
-0.0674438	-0.0817871	-0.149231
-0.067749	-0.0869751	-0.154724
-0.0637817	-0.0872803	-0.151062
-0.0546265	-0.0811768	-0.135803
-0.0402832	-0.0668335	-0.107117
-0.0170898	-0.0436401	-0.06073
0.0186157	-0.012207	0.00640869
0.0656128	0.027771	0.0933838
0.124207	0.0753784	0.199585
0.195618	0.127258	0.322876
0.280151	0.181274	0.461426
0.374146	0.232849	0.606995
0.470276	0.275879	0.746155
0.560303	0.30426	0.864563
0.638733	0.318298	0.957031
0.698853	0.319519	1.01837
0.733948	0.307312	1.04126
0.741577	0.280762	1.02234
0.720825	0.241089	0.961914
0.670776	0.19165	0.862427
0.590515	0.137939	0.728455
0.483398	0.085144	0.568542
0.361023	0.0335693	0.394592
0.233765	-0.0146484	0.219116
0.108337	-0.0552368	0.0531006
-0.00518799	-0.0869751	-0.0921631
-0.0985718	-0.111084	-0.209656
-0.169373	-0.127563	-0.296936
-0.217896	-0.137939	-0.355835
-0.243225	-0.144043	-0.387268
-0.247803	-0.147095	-0.394897
-0.234985	-0.14801	-0.382996
-0.20874	-0.14801	-0.35675
-0.175476	-0.145264	-0.32074
-0.141907	-0.138245	-0.280151
-0.11261	-0.126648	-0.239258
-0.0888062	-0.11322	-0.202026
-0.0720215	-0.0997925	-0.171814
-0.0628662	-0.0848389	-0.147705
-0.0585938	-0.0708008	-0.129395
-0.0570679	-0.0582886	-0.115356
-0.0570679	-0.0482178	-0.105286
-0.0601196	-0.0402832	-0.100403
-0.0650024	-0.0344849	-0.0994873
-0.0701904	-0.0314331	-0.101624
-0.0735474	-0.0308228	-0.10437
-0.0747681	-0.0326538	-0.107422
-0.0753784	-0.0350952	-0.110474
-0.0756836	-0.0372314	-0.112915
-0.0738525	-0.0390625	-0.112915
-0.0720215	-0.0390625	-0.111084
-0.0723267	-0.0357056	-0.108032
-0.0726318	-0.0317383	-0.10437
-0.0720215	-0.0283813	-0.100403
-0.0704956	-0.0262451	-0.0967407
-0.0680542	-0.0259399	-0.0939941
-0.0650024	-0.0271606	-0.0921631
-0.0622559	-0.0283813	-0.0906372
-0.0610352	-0.0296021	-0.0906372
-0.0592041	-0.032959	-0.0921631
-0.0552368	-0.0387573	-0.0939941
-0.0497437	-0.045166	-0.0949097
-0.0430298	-0.0521851	-0.0952148
-0.0366211	-0.0585938	-0.0952148
-0.0320435	-0.0628662	-0.0949097
-0.0305176	-0.0637817	-0.0942993
-0.0311279	-0.0619507	-0.0930786
-0.0311279	-0.0585938	-0.0897217
-0.0308228	-0.0549316	-0.0857544
-0.0292969	-0.0515747	-0.0808716
-0.0271606	-0.0491333	-0.0762939
-0.0262451	-0.0466919	-0.072937
-0.0256348	-0.0442505	-0.0698853
-0.0259399	-0.0411987	-0.0671387
-0.0274658	-0.038147	-0.0656128
-0.027771	-0.0369263	-0.0646973
-0.0259399	-0.0390625	-0.0650024
-0.0238037	-0.0421143	-0.065918
-0.0231934	-0.045166	-0.0683594
-0.0234985	-0.0476074	-0.071106
-0.0238037	-0.0497437	-0.0735474
-0.0247192	-0.0509644	-0.0756836
-0.0234985	-0.0531006	-0.0765991
-0.0201416	-0.0567627	-0.0769043
-0.0161743	-0.0601196	-0.0762939
-0.0115967	-0.0628662	-0.0744629
-0.00732422	-0.0637817	-0.071106
-0.00457764	-0.0634766	-0.0680542
-0.00244141	-0.0628662	-0.0653076
0.000915527	-0.0622559	-0.0613403
0.00518799	-0.0619507	-0.0567627
0.00793457	-0.0604248	-0.0524902
0.0088501	-0.057373	-0.0485229
0.0100708	-0.0543213	-0.0442505
0.0134277	-0.0537109	-0.0402832
0.0183105	-0.0552368	-0.0369263
0.0219727	-0.0558472	-0.0338745
0.0244141	-0.0561523	-0.0317383
0.027771	-0.0579834	-0.0302124
0.0335693	-0.0622559	-0.0286865
0.0408936	-0.0665283	-0.0256348
0.0469971	-0.0689697	-0.0219727
0.0515747	-0.0698853	-0.0183105
0.0549316	-0.0698853	-0.0149536
0.0570679	-0.0689697	-0.0119019
0.0619507	-0.0698853	-0.00793457
0.0717163	-0.0723267	-0.000610352
0.0830078	-0.0741577	0.0088501
0.0906372	-0.0723267	0.0183105
0.0952148	-0.0680542	0.0271606
0.0997925	-0.0646973	0.0350952
0.106506	-0.0640869	0.0424194
0.115967	-0.0662231	0.0497437
0.126343	-0.0698853	0.0564575
0.137024	-0.0747681	0.0622559
0.14679	-0.0796509	0.0671387
0.155945	-0.0839233	0.0720215
0.162048	-0.0854492	0.0765991
0.166016	-0.085144	0.0808716
0.167542	-0.0820923	0.0854492
0.168152	-0.0775146	0.0906372
0.169983	-0.0738525	0.0961304
0.17334	-0.0704956	0.102844
0.177917	-0.0671387	0.110779
0.181885	-0.0634766	0.118408
0.184631	-0.0588989	0.125732
0.187378	-0.0549316	0.132446
0.19165	-0.0531006	0.13855
0.196533	-0.0524902	0.144043
0.201111	-0.0540161	0.147095
0.205688	-0.0576782	0.14801
0.207825	-0.0604248	0.1474
0.206604	-0.0613403	0.145264
0.202942	-0.06073	0.142212
0.197449	-0.0582886	0.13916
0.190735	-0.0537109	0.137024
0.183411	-0.0485229	0.134888
0.178833	-0.0454712	0.133362
0.176697	-0.0439453	0.132751
0.176086	-0.0427246	0.133362
0.174561	-0.0405884	0.133972
0.170898	-0.0372314	0.133667
0.165405	-0.0320435	0.133362
0.158691	-0.0268555	0.131836
0.151978	-0.022583	0.129395
0.144653	-0.0192261	0.125427
0.133362	-0.0149536	0.118408
0.118713	-0.00915527	0.109558
0.103149	-0.00366211	0.0994873
0.0881958	0.0012207	0.0894165
0.072937	0.00579834	0.0787354
0.0588989	0.00854492	0.0674438
0.0479126	0.0088501	0.0567627
0.0378418	0.0088501	0.0466919
0.0234985	0.012207	0.0357056
0.00549316	0.0177002	0.0231934
-0.0100708	0.0219727	0.0119019
-0.0210571	0.022583	0.00152588
-0.0302124	0.0216675	-0.00854492
-0.0396729	0.0216675	-0.0180054
-0.0500488	0.0222778	-0.027771
-0.0582886	0.0216675	-0.0366211
-0.062561	0.0186157	-0.0439453
-0.0616455	0.0119019	-0.0497437
-0.0601196	0.00549316	-0.0546265
-0.0631714	0.00427246	-0.0588989
-0.0695801	0.00610352	-0.0634766
-0.0762939	0.00915527	-0.0671387
-0.0808716	0.0125122	-0.0683594
-0.0845337	0.0158691	-0.0686646
-0.0888062	0.0195313	-0.0692749
-0.093689	0.0228882	-0.0708008
-0.0976563	0.0250244	-0.0726318
-0.100403	0.0259399	-0.0744629
-0.102234	0.0262451	-0.0759888
-0.100403	0.0244141	-0.0759888
-0.0949097	0.0192261	-0.0756836
-0.0888062	0.0128174	-0.0759888
-0.0848389	0.00732422	-0.0775146
-0.0827026	0.00213623	-0.0805664
-0.0811768	-0.00152588	-0.0827026
-0.0805664	-0.00335693	-0.0839233
-0.0814819	-0.00396729	-0.0854492
-0.083313	-0.00427246	-0.0875854
-0.0863647	-0.00396729	-0.090332
-0.090332	-0.00335693	-0.093689
-0.0933838	-0.00366211	-0.0970459
-0.0946045	-0.00396729	-0.0985718
-0.0942993	-0.00366211	-0.0979614
-0.0927734	-0.00396729	-0.0967407
-0.0906372	-0.00427246	-0.0949097
-0.0888062	-0.00396729	-0.0927734
-0.0872803	-0.00274658	-0.0900269
-0.0857544	-0.00152588	-0.0872803
-0.0848389	0.000305176	-0.0845337
-0.0845337	0.00213623	-0.0823975
-0.0854492	0.00366211	-0.0817871
-0.0857544	0.00518799	-0.0805664
-0.0860596	0.00671387	-0.0793457
